X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,SHAPE
377887.597400002,270404.301399998,58830,2027,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{ACC15C3B-E6A8-4EF1-BBD2-F65A2ABE0202},
378388.211900003,270820.447099999,58831,2028,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{57683B62-CF65-4388-9C49-5C01468C6DDC},
376040.962800004,270646.661400001,58832,2029,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{8E4C13A7-102F-471E-84D9-79113F4A452C},
376052.789700001,270561.992199998,58833,2030,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{FBE21990-D1CE-4A1B-AC0F-710FC1A774EA},
376591.685199998,270310.374400001,58834,2031,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{0EDD2906-2FE7-46D9-960F-CD2B6F78407A},
376608.924900003,270695.0931,58835,2032,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{EAFE4F91-33B7-416A-A90F-14519D9292BC},
323500.080037999,228634.302034822,58836,2046,Blue Ridge Parkway,McDowell,Celo,2006/10/11,,,,Debris,Slide,,,,Road embankment,,,,{49F38C5C-EEBB-4024-97F3-3365BC1685DC},
384477.961199999,273433.5636,58837,2047,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{34460674-8609-4A2A-BC10-EFEF7000E60E},
384444.079099998,273374.478999998,58838,2048,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{BEAD1622-7ADF-4E23-A026-2EFC556E6EC4},
295714.1241,218106.860100001,58839,2282,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004/01/16,,,,Rock,Slide - translational,,,,Road cut,,,,{E7C9D5D2-5EBA-4D39-BB83-D75343AAC8C6},
295489.840499997,218112.369800001,58840,2283,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004/01/16,,,,Rock,Slide - translational,,,,Road cut,,,,{EA43E720-BA53-4CB4-B4C0-99BCEABC43A0},
301079.830700003,220594.116999999,58841,2284,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004/06/11,,,,Rock,Fall,,,,Road cut,,,,{17D54D7F-EF2F-4EF6-AA86-F1C46E8E708B},
303784.158799998,221266.664299998,58842,2285,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004/07/09,,,,Rock,Slide - translational,,,,Road cut,,,,{2ECEB9C1-914C-4DD0-A333-BC79CBD5AD11},
270002.640500002,213309.632599998,58843,2286,Landslide Hazard Mapping,Buncombe,Enka,2008/02/29,,,,Debris,Slide,,,,Unmodified,,,,{5D2B10C7-291C-46A6-8BCA-4AA41BF077D8},
270011.613200001,213319.174199998,58844,2279,Landslide Hazard Mapping,Buncombe,Enka,2008/02/29,,,,Debris,Slide - translational,,,,Road cut,,,,{FC52280E-5030-4A1F-9098-5D6F7E5EBD6B},
267711.569546545,188982.688152172,58845,202201180507,Blue Ridge Parkway,Transylvania,Cruso,2005/10/12,,,,Rock,Slide - translational,,,,Road cut,,5,LiDAR,{908D719B-88D0-45A9-AE2B-0A20ADD3132A},
266739.218061581,188436.129494569,58846,202201050509,Blue Ridge Parkway,Transylvania,Cruso,2005/10/12,,,,Rock,Fall,,,,Road cut,,8,LiDAR,{093E6D6B-2CEE-4635-B08F-5128F5B49765},
395954.421700001,282944.799699999,58847,5644,Blue Ridge Parkway,Wilkes,Glendale Springs,2008/10/31,,,,Rock,Slide - translational,,,,Road cut,,,,{021C318E-6F3C-4743-9B85-306C03377C37},
274155.238200001,196642.305500001,58848,5645,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,,2004/09/16-17,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{9CB57B7B-0852-4A04-AA91-E8B56077D145},
313868.586199999,200308.318599999,58849,5646,Landslide Hazard Mapping,Buncombe,Black Mountain,2007/03/27,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{84C3DE73-A8A1-4846-9CBB-654913EE67B4},
295505.634800002,203479.728,58850,5649,Landslide Hazard Mapping,Buncombe,Oteen,2008/04/17,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{FD661C30-D6F0-4119-9AF2-0F25BB9ACDE2},
344289.073600002,247055.641800001,58851,5034,Landslide Hazard Mapping,McDowell,Linville Falls,2009/02/26,2009/02/26,,,Rock,Fall,,,,Road cut,,,,{8D0427F9-0660-4AC2-BE08-C60676EE9079},
344075.975699998,247068.397500001,58852,5035,Landslide Hazard Mapping,McDowell,Linville Falls,2009/02/26,2004/09/06-17,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D4201CA7-057A-4353-A5F3-7B48BD4017A3},
377288.500500001,270211.189100001,58853,2033,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{20B59B3B-87ED-422E-A30C-595CC3D1F5EB},
377488.955899999,270287.227699999,58854,2034,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{3BA738AE-D167-4EA6-969C-B15E6521AD2F},
378648.286300004,270686.511399999,58855,2035,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{7B7CE02B-BADA-4ECA-8E53-0419F5B15B86},
378757.385899998,270867.948600002,58856,2036,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{4AD6C734-E6C6-4393-B091-7C976D347D13},
378689.326099999,270742.059500001,58857,2037,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{5ABD7B1F-B759-48BB-A632-E6E976C430F0},
384523.795100003,276820.105700001,58858,2057,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{72256B9F-01B0-4695-B354-12A1480250D5},
344019.743900001,246943.7467,58859,5051,Landslide Hazard Mapping,McDowell,Linville Falls,2009/02/26,2004/09/06-17,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{F94B6C03-9E8A-45D0-B467-3912C42C6608},
344230.258199997,247108.667199999,58860,5079,Landslide Hazard Mapping,McDowell,Linville Falls,2009/02/26,,,,Debris,Slide - translational,,,,Stream bank,,,,{8A3A0B86-7A9F-4DE3-B912-508C9700B5DF},
378714.501000002,270775.8182,58861,2038,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{B4BDB2BD-9E7D-46FB-94BD-660ED9467184},
378570.405699998,270598.616900001,58862,2039,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D729F3C0-D764-4D4F-9247-D819ED1D6A70},
379150.501100004,270790.0845,58863,2040,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6F317CB0-B4CD-4775-B9C3-BD38476BE515},
379241.563600004,270831.024300002,58864,2041,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{588509D3-4EC6-42D6-952E-9B9B5FF7FDEF},
379190.580700003,270843.439599998,58865,2042,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6525405C-912B-42ED-B389-665F40E13794},
379313.679499999,270870.233600002,58866,2043,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{1E1C8E93-56F7-45F6-ADB1-6F6DFBDA362C},
379676.182300001,269977.342799999,58867,2044,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6C00C963-FBAC-4111-BF9D-399F055B3638},
379121.115500003,271534.536899999,58868,2045,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6267ABFE-F238-4A24-81E8-E118E4C7A0D4},
384606.4507,276923.4712,58869,2059,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{265863C0-ED7C-4674-AD2B-77A328A4B4C7},
384865.785400003,276767.640700001,58870,2062,Landslide Hazard Mapping,Watauga,Maple Springs,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D885018A-78E5-448A-8919-545C19F144C8},
384552.718599997,276515.4582,58871,2063,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{537C7F5C-70CA-4EC0-A4E5-ACDE3FEB68A7},
383038.955499999,277037.5046,58872,2065,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{E091D430-5170-4054-916C-18F089BEA97F},
382640.0101,276497.857299998,58873,2066,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{06D3E997-FC94-4010-A595-8503048E29FB},
382600.631899998,276318.2612,58874,2067,Landslide Hazard Mapping,Watauga,Deep Gap,2007/05/10,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D2010D7C-B25F-4EDA-B371-6D2046891F87},
382640.433799997,276291.718699999,58875,2068,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{76B9887D-0999-4018-8328-B1001E6C4068},
382613.039300002,276240.245299999,58876,2069,Landslide Hazard Mapping,Watauga,Deep Gap,2007/05/10,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6FDC508A-AF69-4A29-819C-AE340B55611E},
382917.301100001,276320.201200001,58877,2070,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{F211A37B-5C76-494B-8FFE-3AD529F5B9FB},
383291.370200001,276599.3072,58878,2071,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{4C6EB2B0-3EEB-4586-96B9-AB1AF2CBF2C1},
383413.000100002,276607.3233,58879,2072,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{EFA1A656-9A76-447B-8F33-45C4E2AAE204},
360352.850500002,271833.414700001,58880,2074,Landslide Hazard Mapping,Watauga,Valle Crucis,2007/01/23,1940/08/13-14,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{CDECB9D7-763A-4A3F-AC10-DA74C2069C0A},
382558.015900001,276764.4575,58881,2075,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{42CDFC53-5486-4791-8081-BB70DD91018E},
383709.993900001,276791.830400001,58882,2076,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{B0B32DD6-37B3-45A3-B8A8-DBE63ED002ED},
356721.653499998,280298.9208,58883,2078,Landslide Hazard Mapping,Watauga,Valle Crucis,2007/01/04,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Road embankment,,,,{42D0D2CC-348B-42A9-A610-568B12A38A8E},
356730.777800001,280335.295699999,58884,2079,Landslide Hazard Mapping,Watauga,Valle Crucis,2007/01/24,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{C98EB333-C53E-493A-821A-2A7356B3EBCA},
382323.501199998,276985.769200001,58885,2080,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{92EB46BA-A179-422B-BB5E-24552CEE0F01},
383334.0119,275762.394900002,58886,2081,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{939DA232-0DCF-4882-92B4-726DA0F043BC},
383330.215899996,275648.161200002,58887,2082,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{337EAF39-F95C-4870-9423-1A6A384B6109},
383290.911799997,275588.107999999,58888,2083,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{553C8DCB-0C9C-4522-BF7F-51D624EEA5D2},
383271.327399999,275489.814800002,58889,2084,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{3644800B-7E31-4DEF-BA72-EFB583859266},
266678.571389242,188157.828239589,58890,2292,Blue Ridge Parkway,Transylvania,Cruso,2005/10/12,,,,Rock,Fall,,,,Road cut,,,,{8CC17654-BD9A-455C-8523-04AFCC567F3D},
265816.031928883,187550.570211617,58891,2294,Blue Ridge Parkway,Transylvania,Cruso,2005/10/05,,,,Rock,Slide - translational,,,,Road cut,,,,{9FEDF8C6-895D-4CDC-8A04-4D75503ED9B4},
310294.971100003,224583.321199998,58892,2296,Blue Ridge Parkway,Buncombe,Montreat,2008/09/18,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{8B6046B7-F692-42CA-BE14-E42AFC23E347},
361435.400799997,274415.2214,58893,2790,Landslide Hazard Mapping,Watauga,Valle Crucis,2007/01/19,2007/01/07-13,,,Rock,Slide - translational,,,,Road cut,,,,{3E044D1A-F47A-4D8A-A888-DB3B4CC09B6C},
352959.2663,280268.728999998,58894,2793,Landslide Hazard Mapping,Watauga,Valle Crucis,2007/01/19,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{828FC7CD-2C2F-4C1E-A420-FE60F4BD519D},
256828.028099999,179881.290800001,58895,2625,Blue Ridge Parkway,Transylvania,Sam Knob,2006/12/14,,,,Debris,Slide,,,,Road cut,,,,{AF26C7EF-2291-41BC-90C4-ABD59CB465BD},
378849.644699998,276871.796999998,58896,2270,Landslide Hazard Mapping,Watauga,Deep Gap,2006/09/20,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{3F7BFADE-C857-47CA-B38B-6524712D74E2},
296335.122900002,217650.357000001,58897,2271,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2003/09/30,,,,Debris,Slide,,,,Road cut,,,,{33E76FB8-D393-4E14-9B20-2603FEA420CD},
296165.380099997,217978.2049,58898,2272,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2003/09/30,,,,Debris,Slide,,,,Road embankment,,,,{405FD521-5FFF-4B92-A995-EF4144A33C99},
383159.873899996,275351.6723,58899,2085,Landslide Hazard Mapping,Watauga,Deep Gap,2007/05/10,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{E73158BB-5287-4659-9017-1504476686B7},
382641.834100001,277725.8125,58900,2088,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{EFC6C96E-F993-48B7-90F0-A92A263ADDA2},
382652.915399998,278090.724300001,58901,2089,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,,,,{100AE2E8-77B7-417C-9E33-91A17CFFAD84},
382211.835500002,278427.189599998,58902,2090,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{4C3A5AEC-F6EA-481E-B49F-BBF22EA2A3EA},
382137.636299998,278268.128899999,58903,2091,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D66E5DDC-E76F-4B41-BD19-C43A3B80E2AD},
295407.023599997,225511.904300001,58904,5311,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008/06/12,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{AD7C2688-143C-4371-90E9-F7A9CA70E483},
296246.235799998,225194.9318,58905,5314,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008/06/17,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{F0DB6C48-1B66-4EC3-BBAA-48C09A86E45F},
310898.594400004,215010.795499999,58906,5297,Landslide Hazard Mapping,Buncombe,Montreat,2008/10/21,1970-1979,,,Rock,Slide,,,,Cut slope - Not road related,,,,{316C7DA0-E7D2-4DFE-BC26-B72670C47358},
310942.372097208,214897.208799311,58907,5298,Landslide Hazard Mapping,Buncombe,Montreat,2008/10/21,1988,,,Weathered rock,Slide,,,,Cut slope - Not road related,,,,{D63BB609-0530-4CA2-B072-E9558AB51026},
310530.0691,215015.617699999,58908,5299,Landslide Hazard Mapping,Buncombe,Montreat,2008/10/21,2004/09/06-17,,,Debris,Slide,,,,Stream bank,,,,{E8ABB29D-2F53-403D-966F-178F6E844BC4},
311539.132308753,215725.411460987,58909,5300,Landslide Hazard Mapping,Buncombe,Montreat,2008/10/21,2004/09/06-17,,,Debris,Slide,,,,Road embankment,,,,{16AAAEFE-AE37-4C99-ACBA-93A68817AA32},
309236.451200001,214885.717500001,58910,5301,Landslide Hazard Mapping,Buncombe,Montreat,2008/10/21,1974,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{9A002E87-2A58-4C04-9355-A1362C8555FB},
382148.216600001,278224.568599999,58911,2092,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D328CC01-FE95-4CFB-A940-23A7DA5A0C98},
382330.010899998,278582.910500001,58912,2093,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{11E516B0-6B5A-47E2-9BA5-A95A8F16709A},
383261.529200003,280261.6611,58913,2094,Landslide Hazard Mapping,Watauga,Todd,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{27199E5B-BFC7-4B78-AEE4-138DEB1DE409},
383572.543399997,278218.3398,58914,2101,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{0CB73265-8044-4F94-94EE-D5EE9D520422},
384353.042000003,277929.9782,58915,2102,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,,Debris,Slide,,,,Unmodified,,,,{893C91B8-AAC6-46F6-952E-E529705FCA5A},
384361.4745,277836.524799999,58916,2103,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{EA8538F4-9699-4565-BEE1-33CB94296A30},
382269.687799998,279737.423799999,58917,2104,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{98643962-FA71-4D70-835D-2BB236A42D06},
382101.994499996,278563.1919,58918,2106,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D187F17D-6384-410E-B238-631A9E3B5538},
382147.411399998,277311.048999999,58919,2107,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,,Debris,Slide,,,,Road cut,,,,{9E67864F-AFD4-4DD1-94C4-E0240D49AC3B},
382137.876199998,277395.652800001,58920,2108,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,,Debris,Slide,,,,Road cut,,,,{5C8692F9-F3F4-4653-85AB-E21579ACD572},
381910.343699999,277702.713599998,58921,2109,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{E3AB2ED8-0E6A-479A-9542-827A9699188E},
381908.041599996,277735.8508,58922,2110,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{68E262A0-FB9C-4898-BB29-CA2B2F3961C1},
381917.759599999,277778.338300001,58923,2111,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{60C1F5C5-2C98-4CA5-9B7A-8C6403EAD305},
382106.130599998,276714.9166,58924,2115,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{F5A865E0-51C4-4AEB-BE45-8817FFA5916C},
382794.593999997,275951.4683,58925,2116,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{FBF288E1-D6F8-4BB2-8489-B143C7AF674C},
382674.420599997,277185.963100001,58926,2117,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{623C9F3E-10AE-483B-A596-65D73F83B62F},
379661.016999997,273242.994899999,58927,2121,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{811A4683-A629-499E-A722-4C383E586259},
379657.883000001,273320.442600001,58928,2122,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{A9BE77E3-9064-4FC7-9339-4DE72A0224A4},
379746.391099997,273029.119600002,58929,2123,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{1709F665-F903-412F-AE2F-137F91390A92},
375869.546700001,275164.665899999,58930,2124,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{7D59C7F9-894D-4D4B-939D-31323B5E9202},
375888.004500002,275069.0539,58931,2125,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{ECB36590-0F3E-4C5E-B055-1FA52C7215D9},
377555.6413,277402.645199999,58932,2126,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{C7DB7ED8-618B-43B2-AAE9-F5225656DF15},
377608.2619,277420.1472,58933,2127,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{5CA19F69-BCEC-44EB-9190-8FDDA111640D},
375816.802500002,276224.786600001,58934,2129,Landslide Hazard Mapping,Watauga,Deep Gap,2007/01/25,1940/08/13-14,,,Debris,Slide,,,,Road embankment,,,,{BAA8C3E8-48CB-43A4-8FC3-77FE57AB7F03},
375802.473899998,276158.5605,58935,2130,Landslide Hazard Mapping,Watauga,Deep Gap,2007/01/25,1940/08/13-14,,,Debris,Slide,,,,Road embankment,,,,{69DE19F2-79F0-4788-A4D8-EAF86624B333},
376225.630599998,275691.264800001,58936,2131,Landslide Hazard Mapping,Watauga,Deep Gap,,1940/08/13-14,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6476234D-DF9F-4ADB-A583-7576D79B20E8},
304831.121100001,222395.636100002,58937,2301,Blue Ridge Parkway,Buncombe,Montreat,2003/11/20,,,,Rock,Slide - translational,,,,Road cut,,,,{23E21C27-A88C-4FF3-99B1-BC386FEE46E6},
321251.142800003,225718.168699998,58938,2302,Blue Ridge Parkway,McDowell,Old Fort,2004/07/14,,,,Rock,Slide - translational,,,,Road cut,,,,{A5E0ABB0-61DB-4B6E-8E75-B0B0D2D97B16},
316869.291599996,222607.657099999,58939,2303,Blue Ridge Parkway,McDowell,Old Fort,2003/09/23,,,,Debris,Slide - translational,,,,Road cut,,,,{03DD42B4-947C-45B3-93CD-CE5BC7B00146},
376313.382799998,275262.722899999,58940,2304,Landslide Hazard Mapping,Watauga,Deep Gap,,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{0DCD72F2-0545-47F8-BC06-AE8C5F5212A2},
293388.061099999,212725.229800001,58941,2305,Blue Ridge Parkway,Buncombe,Oteen,2004/03/25,,,,Rock,Fall,,,,Road cut,,,,{11E0D52F-1915-46A0-BC96-C338291F6E40},
293205.315099999,213142.061299998,58942,2306,Blue Ridge Parkway,Buncombe,Oteen,2004/03/26,,,,Rock,Slide - translational,,,,Road cut,,,,{61B2AFFA-38FC-49E0-90B9-1FAF3EC23B7B},
283662.6197,200029.215100002,58943,2307,Blue Ridge Parkway,Buncombe,Skyland,2004/02/04,,,,Rock,Fall,,Rock,Slide,Road cut,,,,{419C8400-BB35-42EB-B4B4-5C74A644503D},
283644.023100004,199929.314100001,58944,2308,Blue Ridge Parkway,Buncombe,Skyland,2004/02/04,,,,Debris,Slide - translational,,,,Road cut,,,,{B9EC3041-DEA3-48A0-AF71-A98E2998E06E},
316743.410700001,222356.457899999,58945,2378,Blue Ridge Parkway,McDowell,Old Fort,2006/10/26,,,,Rock,Slide - translational,,,,Road cut,,,,{CAACD570-C329-4620-91A9-15051B828675},
363980.528800003,276199.7258,58946,2390,Landslide Hazard Mapping,Watauga,Boone,2006/10/24,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Road embankment,,,,{B702CDD3-8388-462E-9973-728E832E7071},
